1	1	-1.20193	-1.43723	0
1	2	0	-1	0
1	3	0.586639	-1.13749	0
1	4	0.762158	-1.17828	0
1	5	0.851681	-1.199	0
1	6	0.922257	-1.21527	0
1	7	0.981869	-1.22895	0
1	8	1.03303	-1.24064	0
1	9	1.08041	-1.25142	0
1	10	1.12438	-1.26139	0
1	11	1.16761	-1.27114	0
1	12	1.20113	-1.27867	0
1	13	1.2683	-1.2937	0
1	14	1.29483	-1.29961	0
1	15	1.32005	-1.3052	0
1	16	1.34415	-1.31052	0
1	17	1.36728	-1.31561	0
1	18	1.38957	-1.32048	0
1	19	1.4111	-1.32517	0
1	20	1.43196	-1.3297	0
1	21	1.45223	-1.33408	0
1	22	1.47197	-1.33832	0
1	23	1.49122	-1.34244	0
1	24	1.51006	-1.34646	0
1	25	1.52847	-1.35036	0
1	26	1.54652	-1.35417	0
1	27	1.56423	-1.3579	0
1	28	1.58162	-1.36154	0
1	29	1.59873	-1.3651	0
1	30	1.61558	-1.36859	0
1	31	1.63217	-1.37202	0
1	32	1.64853	-1.37538	0
1	33	1.66468	-1.37868	0
1	34	1.68062	-1.38192	0
1	35	1.69629	-1.3851	0
1	36	1.71176	-1.38821	0
1	37	1.72712	-1.39129	0
1	38	1.7423	-1.39433	0
1	39	1.75732	-1.39731	0
1	40	1.77219	-1.40025	0
1	41	1.7869	-1.40314	0
1	42	1.80144	-1.40599	0
1	43	1.81579	-1.40879	0
1	44	1.82981	-1.41151	0
1	45	1.84427	-1.4143	0
1	46	1.85569	-1.41649	0
1	47	1.86987	-1.4192	0
1	48	1.88398	-1.42188	0
1	49	1.89802	-1.42454	0
1	50	1.91199	-1.42717	0
1	51	1.92589	-1.42977	0
1	52	1.93973	-1.43235	0
1	53	1.95351	-1.4349	0
1	54	1.96723	-1.43743	0
1	55	1.98091	-1.43994	0
1	56	1.99453	-1.44242	0
1	57	2.00811	-1.44489	0
1	58	2.02164	-1.44733	0
1	59	2.03513	-1.44975	0
1	60	2.04858	-1.45216	0
1	61	2.06199	-1.45454	0
1	62	2.07537	-1.45691	0
1	63	2.08871	-1.45925	0
1	64	2.10202	-1.46158	0
1	65	2.1153	-1.46389	0
1	66	2.12856	-1.46618	0
1	67	2.14178	-1.46846	0
1	68	2.15499	-1.47072	0
1	69	2.16817	-1.47296	0
1	70	2.18132	-1.47518	0
1	71	2.19446	-1.47739	0
1	72	2.20758	-1.47959	0
1	73	2.22068	-1.48177	0
1	74	2.23377	-1.48393	0
1	75	2.24684	-1.48608	0
1	76	2.25989	-1.48822	0
1	77	2.27293	-1.49034	0
1	78	2.28597	-1.49244	0
1	79	2.29899	-1.49453	0
1	80	2.312	-1.49661	0
1	81	2.325	-1.49868	0
1	82	2.338	-1.50073	0
1	83	2.35099	-1.50277	0
1	84	2.36397	-1.50479	0
1	85	2.37695	-1.5068	0
1	86	2.38992	-1.5088	0
1	87	2.4029	-1.51079	0
1	88	2.41586	-1.51276	0
1	89	2.42883	-1.51472	0
1	90	2.4418	-1.51667	0
1	91	2.45477	-1.51861	0
1	92	2.46774	-1.52053	0
1	93	2.4807	-1.52245	0
1	94	2.49368	-1.52435	0
1	95	2.50665	-1.52623	0
1	96	2.51963	-1.52811	0
1	97	2.53261	-1.52998	0
1	98	2.54559	-1.53183	0
1	99	2.55859	-1.53367	0
1	100	2.57158	-1.5355	0
1	101	2.58459	-1.53732	0
1	102	2.5976	-1.53913	0
1	103	2.61062	-1.54093	0
1	104	2.62364	-1.54272	0
1	105	2.63668	-1.54449	0
1	106	2.64972	-1.54626	0
1	107	2.66278	-1.54801	0
1	108	2.67584	-1.54975	0
1	109	2.68891	-1.55148	0
1	110	2.702	-1.55321	0
1	111	2.7151	-1.55492	0
1	112	2.72821	-1.55661	0
1	113	2.74133	-1.5583	0
1	114	2.75446	-1.55998	0
1	115	2.76761	-1.56165	0
1	116	2.78077	-1.56331	0
1	117	2.79395	-1.56495	0
1	118	2.80714	-1.56659	0
1	119	2.82034	-1.56821	0
1	120	2.83356	-1.56983	0
1	121	2.8468	-1.57143	0
1	122	2.86005	-1.57303	0
1	123	2.87332	-1.57461	0
1	124	2.88661	-1.57618	0
1	125	2.89991	-1.57775	0
1	126	2.91323	-1.5793	0
1	127	2.92657	-1.58084	0
1	128	2.93993	-1.58237	0
1	129	2.9533	-1.58389	0
1	130	2.9667	-1.58541	0
1	131	2.98011	-1.58691	0
1	132	2.99355	-1.5884	0
1	133	3.007	-1.58988	0
1	134	3.02047	-1.59135	0
1	135	3.03397	-1.59281	0
1	136	3.04749	-1.59426	0
1	137	3.06102	-1.5957	0
1	138	3.07458	-1.59712	0
1	139	3.08816	-1.59854	0
1	140	3.10176	-1.59995	0
1	141	3.11539	-1.60135	0
1	142	3.12904	-1.60273	0
1	143	3.14271	-1.60411	0
1	144	3.1564	-1.60548	0
1	145	3.17012	-1.60683	0
1	146	3.18386	-1.60818	0
1	147	3.19763	-1.60951	0
1	148	3.21142	-1.61084	0
1	149	3.22524	-1.61215	0
1	150	3.23908	-1.61346	0
1	151	3.25294	-1.61475	0
1	152	3.26683	-1.61603	0
1	153	3.28075	-1.61731	0
1	154	3.29469	-1.61857	0
1	155	3.30866	-1.61982	0
1	156	3.32266	-1.62106	0
1	157	3.33668	-1.62229	0
1	158	3.35073	-1.62351	0
1	159	3.36481	-1.62472	0
1	160	3.37892	-1.62591	0
1	161	3.39305	-1.6271	0
1	162	3.40721	-1.62828	0
1	163	3.4214	-1.62944	0
1	164	3.43562	-1.6306	0
1	165	3.44986	-1.63174	0
1	166	3.46414	-1.63287	0
1	167	3.47845	-1.634	0
1	168	3.49278	-1.63511	0
1	169	3.50715	-1.63621	0
1	170	3.52154	-1.6373	0
1	171	3.53597	-1.63837	0
1	172	3.55042	-1.63944	0
1	173	3.56491	-1.6405	0
1	174	3.57943	-1.64154	0
1	175	3.59398	-1.64257	0
1	176	3.60856	-1.6436	0
1	177	3.62317	-1.64461	0
1	178	3.63781	-1.64561	0
1	179	3.65249	-1.64659	0
1	180	3.6672	-1.64757	0
1	181	3.68194	-1.64854	0
1	182	3.69671	-1.64949	0
1	183	3.71152	-1.65043	0
1	184	3.72636	-1.65136	0
1	185	3.74123	-1.65228	0
1	186	3.75614	-1.65319	0
1	187	3.77108	-1.65408	0
1	188	3.78606	-1.65497	0
1	189	3.80107	-1.65584	0
1	190	3.81611	-1.6567	0
